0.01 0.245244 0.500691 
0.02 0.105571 0.228838 
0.03 0.336686 0.0320036 
0.04 0.371512 0.330705 
0.05 0.404374 0.38885 
0.06 0.196974 0.441195 
0.07 0.15804 0.380482 
0.08 0.261981 0.272443 
0.09 0.241545 0.172421 
0.1 0.186238 0.199261 
0.11 0.0586675 0.312038 
0.12 0.0827691 0.152585 
0.13 0.0779807 0.214505 
0.14 0.0682185 0.111374 
0.15 0.016048 0.236812 
0.16 0.0805466 0.0920044 
0.17 0.0399784 0.0948554 
0.18 0.00102797 0.19325 
0.19 0.0282732 0.15535 
0.2 0.052571 0.0623393 
0.21 0.0393525 0.0469046 
0.22 0.0130975 0.101793 
0.23 0.000780952 0.151195 
0.24 0.00610623 0.151357 
0.25 0.0185577 0.110836 
0.26 0.0278421 0.061637 
0.27 0.0299518 0.030019 
0.28 0.0261365 0.0252145 
0.29 0.0196898 0.042218 
0.3 0.0135322 0.0695469 
0.31 0.00925892 0.0959051 
0.32 0.00721452 0.113711 
0.33 0.00697829 0.119854 
0.34 0.00785375 0.114845 
0.35 0.00919449 0.10139 
0.36 0.0105525 0.0830536 
0.37 0.011699 0.0632912 
0.38 0.0125791 0.0448915 
0.39 0.013244 0.029759 
0.4 0.0137902 0.0189252 
0.41 0.0143153 0.0126879 
0.42 0.0148921 0.0108004 
0.43 0.0155586 0.0126627 
0.44 0.016319 0.017486 
0.45 0.01715 0.0244219 
0.46 0.01801 0.032653 
0.47 0.0188482 0.0414501 
0.48 0.0196126 0.0502032 
0.49 0.020256 0.0584326 
0.5 0.0207395 0.0657854 
0.51 0.0210351 0.0720253 
0.52 0.0211262 0.0770159 
0.53 0.0210069 0.0807038 
0.54 0.0206812 0.0831004 
0.55 0.0201611 0.0842663 
0.56 0.0194653 0.084297 
0.57 0.018617 0.0833102 
0.58 0.0176424 0.0814368 
0.59 0.0165695 0.0788123 
0.6 0.0154264 0.0755714 
0.61 0.0142408 0.0718433 
0.62 0.0130387 0.0677491 
0.63 0.0118445 0.0633992 
0.64 0.01068 0.0588928 
0.65 0.00956439 0.0543172 
0.66 0.00851432 0.049748 
0.67 0.00754365 0.0452494 
0.68 0.00666365 0.0408748 
0.69 0.00588311 0.0366678 
0.7 0.00520853 0.0326631 
0.71 0.00464426 0.0288872 
0.72 0.00419282 0.0253596 
0.73 0.00385499 0.0220936 
0.74 0.00363015 0.019097 
0.75 0.00351639 0.0163732 
0.76 0.00351076 0.0139218 
0.77 0.00360945 0.0117391 
0.78 0.00380792 0.00981889 
0.79 0.00410112 0.00815278 
0.8 0.00448353 0.00673089 
0.81 0.0049494 0.00554206 
0.82 0.00549274 0.00457428 
0.83 0.0061075 0.00381491 
0.84 0.00678757 0.00325101 
0.85 0.00752692 0.00286945 
0.86 0.0083196 0.00265716 
0.87 0.00915983 0.00260124 
0.88 0.010042 0.00268905 
0.89 0.0109607 0.00290835 
0.9 0.0119107 0.00324729 
0.91 0.0128872 0.00369455 
0.92 0.0138855 0.00423931 
0.93 0.0149012 0.0048713 
0.94 0.0159301 0.00558081 
0.95 0.0169685 0.00635872 
0.96 0.0180127 0.00719643 
0.97 0.0190593 0.00808593 
0.98 0.0201054 0.00901975 
0.99 0.0211481 0.00999094 
1 0.0221847 0.0109931 
1.01 0.023213 0.0120202 
1.02 0.0242308 0.0130668 
1.03 0.0252361 0.014128 
1.04 0.0262273 0.015199 
1.05 0.0272026 0.0162757 
1.06 0.0281608 0.0173543 
1.07 0.0291006 0.0184313 
1.08 0.030021 0.0195036 
1.09 0.030921 0.0205683 
1.1 0.0317998 0.0216229 
1.11 0.0326567 0.0226652 
1.12 0.0334913 0.0236931 
1.13 0.0343029 0.0247048 
1.14 0.0350913 0.0256988 
1.15 0.0358562 0.0266738 
1.16 0.0365975 0.0276285 
1.17 0.0373149 0.0285619 
1.18 0.0380084 0.0294732 
1.19 0.0386781 0.0303616 
1.2 0.0393241 0.0312266 
1.21 0.0399464 0.0320677 
1.22 0.0405452 0.0328845 
1.23 0.0411208 0.0336768 
1.24 0.0416733 0.0344445 
1.25 0.0422031 0.0351873 
1.26 0.0427105 0.0359054 
1.27 0.0431958 0.0365986 
