0.01 0.297863 0.375892 0.179727 
0.02 0.0501205 0.107573 0.760293 
0.03 0.101819 0.514266 0.185829 
0.04 0.337897 0.102104 0.228117 
0.05 0.250049 0.493673 0.0321152 
0.06 0.252718 0.0484855 0.415048 
0.07 0.229822 0.202811 0.2257 
0.08 0.14479 0.103907 0.588634 
0.09 0.0746745 0.152384 0.465685 
0.1 0.137015 0.0187139 0.741041 
0.11 0.149577 0.529548 0.138962 
0.12 0.0227397 0.31271 0.563271 
0.13 0.156307 0.473923 0.300951 
0.14 0.0315496 0.122394 0.636704 
0.15 0.0478603 0.774881 0.0307482 
0.16 0.129209 0.302932 0.486653 
0.17 0.0209109 0.0577654 0.779668 
0.18 0.0190706 0.660151 0.198704 
0.19 0.0430698 0.86515 1.63379e-05 
0.2 0.0754141 0.455077 0.291391 
0.21 0.06705 0.0263169 0.642121 
0.22 0.0322099 0.0326647 0.730159 
0.23 0.00063387 0.299095 0.398965 
0.24 0.0109124 0.693166 0.163663 
0.25 0.0411587 0.893745 0.000106795 
0.26 0.0558279 0.836661 0.0862279 
0.27 0.0501496 0.600644 0.220163 
0.28 0.0412562 0.211083 0.451695 
0.29 0.0391539 0.0917865 0.588765 
0.3 0.0373016 0.0247974 0.80074 
0.31 0.029214 0.0864608 0.816651 
0.32 0.0211691 0.209654 0.734874 
0.33 0.0125346 0.309708 0.561301 
0.34 0.00332395 0.452311 0.304768 
0.35 0.00332356 0.705636 0.193715 
0.36 0.00383924 0.61901 0.0874152 
0.37 0.0145832 0.838464 0.0139323 
0.38 0.0199652 0.671258 0.00609151 
0.39 0.0285588 0.732173 0.0214269 
0.4 0.0433155 0.771309 0.109421 
0.41 0.0521464 0.637769 0.239233 
0.42 0.0545745 0.485834 0.342724 
0.43 0.0544189 0.370953 0.423278 
0.44 0.0533795 0.279162 0.499647 
0.45 0.0519391 0.201353 0.579098 
0.46 0.0503855 0.142197 0.660404 
0.47 0.0483647 0.106076 0.729454 
0.48 0.0441756 0.0808157 0.751059 
0.49 0.0362524 0.0433789 0.696651 
0.5 0.0274467 0.00639222 0.623495 
0.51 0.0244376 0.0213807 0.659281 
0.52 0.0258143 0.058047 0.751983 
0.53 0.0209454 0.0482814 0.666519 
0.54 0.0142114 0.110143 0.551955 
0.55 0.0163017 0.200484 0.646877 
0.56 0.0135458 0.170431 0.560387 
0.57 0.00919645 0.312632 0.467554 
0.58 0.0119602 0.333321 0.541271 
0.59 0.00675996 0.377233 0.372271 
0.6 0.00873709 0.502924 0.441062 
0.61 0.0056571 0.456332 0.311765 
0.62 0.00628621 0.633425 0.339585 
0.63 0.00424969 0.546453 0.241692 
0.64 0.00483289 0.724259 0.261025 
0.65 0.00259373 0.642027 0.164666 
0.66 0.0039049 0.76345 0.199063 
0.67 0.0013026 0.757535 0.0989528 
0.68 0.00274157 0.739986 0.136652 
0.69 0.00119364 0.87873 0.0645731 
0.7 0.00103352 0.715201 0.0654952 
0.71 0.00176796 0.899143 0.0542286 
0.72 0.000497074 0.81109 0.0147493 
0.73 0.00103245 0.770525 0.0298579 
0.74 0.0019597 0.925731 0.00785933 
0.75 0.000918447 0.75898 0.00245671 
0.76 0.00165637 0.789385 0.0042121 
0.77 0.00351841 0.900204 0.00282264 
0.78 0.00250942 0.730139 0.0100939 
0.79 0.00289815 0.742899 0.00261887 
0.8 0.00601333 0.86091 0.0184901 
0.81 0.00585346 0.723263 0.0422819 
0.82 0.00483176 0.65486 0.0278326 
0.83 0.0082554 0.780575 0.0384462 
0.84 0.0108524 0.744037 0.0883353 
0.85 0.00906273 0.594645 0.0910877 
0.86 0.0096069 0.629874 0.0697253 
0.87 0.0144904 0.719692 0.112866 
0.88 0.0164495 0.631503 0.171477 
0.89 0.0141575 0.512929 0.159325 
0.9 0.0149249 0.555884 0.135691 
0.91 0.0203518 0.630739 0.187921 
0.92 0.023392 0.563783 0.260289 
0.93 0.0212656 0.446417 0.258187 
0.94 0.0201577 0.445188 0.21888 
0.95 0.0245404 0.52116 0.244505 
0.96 0.0300266 0.519689 0.330318 
0.97 0.0305734 0.420369 0.375611 
0.98 0.0275917 0.347678 0.342268 
0.99 0.0275035 0.37517 0.30836 
1 0.0325301 0.433077 0.351048 
1.01 0.0379699 0.420603 0.44057 
1.02 0.038707 0.337936 0.485684 
1.03 0.0356051 0.271128 0.45374 
1.04 0.0340514 0.277912 0.407064 
1.05 0.0373842 0.326199 0.422636 
1.06 0.0433051 0.342845 0.502912 
1.07 0.0467872 0.297575 0.57841 
1.08 0.0455313 0.227581 0.587112 
1.09 0.0420674 0.190349 0.537782 
1.1 0.040901 0.205395 0.495772 
1.11 0.0441084 0.24198 0.515715 
1.12 0.0496477 0.254435 0.591593 
1.13 0.0535011 0.22409 0.66708 
1.14 0.0532633 0.170745 0.688629 
1.15 0.0499844 0.130571 0.650257 
1.16 0.0470341 0.125103 0.594399 
1.17 0.0472999 0.147165 0.574389 
1.18 0.0510734 0.170706 0.612897 
1.19 0.0560694 0.172377 0.687868 
1.2 0.0592565 0.147217 0.752181 
1.21 0.0589809 0.108993 0.768461 
1.22 0.055931 0.078232 0.733284 
1.23 0.0524876 0.0682232 0.676406 
1.24 0.0511007 0.0781286 0.639079 
1.25 0.0528163 0.0958197 0.647844 
1.26 0.056797 0.106697 0.700139 
1.27 0.0609663 0.102187 0.768382 
1.28 0.0632574 0.0833125 0.8176 
1.29 0.0627094 0.0584944 0.82501 
1.3 0.0598618 0.0380023 0.790884 
1.31 0.0563475 0.0285943 0.736347 
1.32 0.0540005 0.0309344 0.691046 
1.33 0.0539735 0.0403936 0.678148 
1.34 0.0562728 0.0500957 0.704118 
1.35 0.0598608 0.0543186 0.757296 
1.36 0.0632007 0.0506762 0.814676 
1.37 0.0649487 0.0404337 0.852781 
1.38 0.064486 0.0272706 0.857486 
1.39 0.0620984 0.0153683 0.828903 
1.4 0.0587842 0.00774375 0.780061 
1.41 0.0558147 0.00541258 0.730771 
1.42 0.0542443 0.0074835 0.699641 
1.43 0.0545561 0.0119064 0.697446 
1.44 0.056546 0.0164276 0.724028 
1.45 0.0594542 0.0193565 0.769323 
1.46 0.062265 0.0199292 0.817607 
1.47 0.0640542 0.0182649 0.853118 
1.48 0.064269 0.0150538 0.865054 
1.49 0.0628626 0.0111724 0.850479 
1.5 0.0602628 0.00738147 0.814515 
1.51 0.0572072 0.00418618 0.768141 
1.52 0.054509 0.00184587 0.724551 
1.53 0.052828 0.000470396 0.695288 
1.54 0.0525089 0.000122339 0.687262 
1.55 0.0535196 0.000866873 0.701322 
1.56 0.0554923 0.00275091 0.732562 
1.57 0.0578442 0.00573167 0.772051 
1.58 0.0599368 0.00959834 0.809371 
1.59 0.0612306 0.0139324 0.835237 
1.6 0.0614009 0.0181359 0.843573 
1.61 0.0603919 0.0215314 0.832627 
1.62 0.0584057 0.0235097 0.804993 
1.63 0.0558372 0.0236862 0.766689 
1.64 0.0531756 0.0220213 0.725588 
1.65 0.050897 0.0188701 0.689644 
1.66 0.0493707 0.0149442 0.665269 
1.67 0.0487972 0.0111916 0.656203 
1.68 0.0491842 0.00862009 0.663011 
1.69 0.0503617 0.00810096 0.68324 
1.7 0.0520273 0.0101952 0.71212 
1.71 0.0538112 0.0150366 0.743608 
1.72 0.0553455 0.0222944 0.771559 
1.73 0.0563262 0.031221 0.790791 
1.74 0.0565583 0.0407735 0.797874 
1.75 0.0559783 0.0497863 0.791557 
1.76 0.0546534 0.0571615 0.772794 
