12.4	0.425	56.4	0	0.191	4.66	0
12.45	0.425	56.4	0	0.191	4.66	0
12.5	0.425	56.4	0	0.191	4.66	0
12.55	0.425	56.4	0	0.191	4.66	0
12.6	0.425	56.4	0	0.191	4.66	0
12.65	0.425	56.4	0	0.191	4.66	0
12.7	0.425	56.4	0	0.191	4.66	0
12.75	0.425	56.4	0	0.191	4.66	0
12.8	0.425	56.4	0	0.191	4.66	0
12.85	0.425	56.4	0	0.191	4.66	0
12.9	0.425	56.4	0	0.191	4.66	0
12.95	0.425	56.4	0	0.191	4.66	0
13	0.169	30.6	0	0.052	2.56	0
13.05	0.169	30.6	0	0.052	2.56	0
13.1	0.169	30.6	0	0.052	2.56	0
13.15	0.169	30.6	0	0.052	2.56	0
13.2	0.169	30.6	0	0.052	2.56	0
13.25	0.169	30.6	0	0.052	2.56	0
13.3	0.169	30.6	0	0.052	2.56	0
13.35	0.169	30.6	0	0.052	2.56	0
13.4	0.169	30.6	0	0.052	2.56	0
13.45	0.169	30.6	0	0.052	2.56	0
13.5	0.169	30.6	0	0.052	2.56	0
13.55	0.169	30.6	0	0.052	2.56	0
13.6	0.169	30.6	0	0.052	2.56	0
13.65	0.169	30.6	0	0.052	2.56	0
13.7	0.169	30.6	0	0.052	2.56	0
13.75	0.169	30.6	0	0.052	2.56	0
13.8	0.169	30.6	0	0.052	2.56	0
13.85	0.169	30.6	0	0.052	2.56	0
13.9	0.169	30.6	0	0.052	2.56	0
13.95	0.169	30.6	0	0.052	2.56	0
14	0.0357	16	0	0.0395	1.4	0
14.05	0.0357	16	0	0.0395	1.4	0
14.1	0.0357	16	0	0.0395	1.4	0
14.15	0.0357	16	0	0.0395	1.4	0
14.2	0.0357	16	0	0.0395	1.4	0
14.25	0.0357	16	0	0.0395	1.4	0
14.3	0.0357	16	0	0.0395	1.4	0
14.35	0.0357	16	0	0.0395	1.4	0
14.4	0.0357	16	0	0.0395	1.4	0
14.45	0.0357	16	0	0.0395	1.4	0
14.5	0.0357	16	0	0.0395	1.4	0
14.55	0.0357	16	0	0.0395	1.4	0
14.6	0.0357	16	0	0.0395	1.4	0
14.65	0.0357	16	0	0.0395	1.4	0
14.7	0.0357	16	0	0.0395	1.4	0
14.75	0.0357	16	0	0.0395	1.4	0
14.8	0.0357	16	0	0.0395	1.4	0
14.85	0.0357	16	0	0.0395	1.4	0
14.9	0.0357	16	0	0.0395	1.4	0
14.95	0.0357	16	0	0.0395	1.4	0
15	0.0236	10.2	0	0.0222	1.77	0
15.05	0.0236	10.2	0	0.0222	1.77	0
15.1	0.0236	10.2	0	0.0222	1.77	0
15.15	0.0236	10.2	0	0.0222	1.77	0
15.2	0.0236	10.2	0	0.0222	1.77	0
15.25	0.0236	10.2	0	0.0222	1.77	0
15.3	0.0236	10.2	0	0.0222	1.77	0
15.35	0.0236	10.2	0	0.0222	1.77	0
15.4	0.0236	10.2	0	0.0222	1.77	0
15.45	0.0236	10.2	0	0.0222	1.77	0
15.5	0.0236	10.2	0	0.0222	1.77	0
15.55	0.0236	10.2	0	0.0222	1.77	0
